0.255856,0.0163473,0.618883
0.224047,0.0554748,1.17132
0.241593,0.441192,1.84292
-0.225253,5.1647,1.3525
-0.00266553,6.19319,1.35763
0.38402,8.18612,1.4359
0.561414,9.22869,1.44282
0.600812,9.47519,0.869475
1.53482,9.87774,0.396517
2.92337,10.2574,0.0980971
4.89597,10.2091,-0.0917354
6.93436,10.068,-0.0800812
7.21631,10.1033,0.793172
7.24755,10.1981,1.52694
7.26686,11.1989,1.55528
7.35634,13.1892,1.41747
7.4129,13.4392,0.667382
7.39594,13.4372,0.0223132
7.40651,13.4301,-0.725537
7.40966,13.4282,-1.47475
7.39294,13.4479,-2.10436
7.36995,13.4494,-2.71383
7.36222,13.4346,2.81493
7.36916,13.4436,2.06532
7.40212,13.4712,1.33558
7.59438,15.4669,1.47148
7.87089,18.484,1.48991
7.96387,20.5119,1.52751
8.04686,22.4965,1.52742
8.12252,24.5048,1.54361
8.16723,26.4946,1.54821
8.20686,29.4888,1.56329
8.20895,30.5015,1.56513
8.20857,32.5353,1.58087
8.92212,35.4645,1.3806
9.28008,37.5275,1.42227
9.44174,38.6004,1.4191
9.46762,38.9166,2.1997
9.47028,38.9041,2.95082
9.50289,38.8475,-1.99764
9.49322,38.8552,-1.26212
9.52342,38.8422,-0.604982
9.52039,38.8503,0.0760157
9.4798,38.9131,0.859786
9.47471,38.9137,1.47845
9.47515,38.9172,2.15824
8.60555,40.2241,2.75774
8.47921,40.1896,-2.77236
7.35617,40.2095,3.05293
5.85563,40.1714,-2.95008
3.85451,39.7647,-2.95972
1.88879,39.3385,-2.88872
1.16914,39.129,-2.3339
1.22121,39.1287,-1.8225
1.05007,38.1061,-1.71497
0.896509,37.1054,-1.70111
0.933202,36.1076,-1.68777
0.996375,34.3006,-1.17135
1.34557,33.3745,-1.16461
1.45749,30.0988,-1.39404
1.53049,29.7008,-2.20824
1.52845,29.7349,-2.95756
1.53244,29.7483,2.46169
1.53461,29.7535,1.71387
1.56054,29.7674,1.06977
1.55795,29.7499,0.408517
1.57006,29.7371,-0.189255
1.56088,29.696,-0.941623
1.50782,29.7281,-1.64671
1.3349,28.6755,-1.76242
1.24119,27.6313,-1.58113
1.14265,25.6119,-1.68533
0.906106,23.6056,-1.65407
0.991149,22.1527,-1.29276
1.06645,20.0834,-1.6055
1.03153,19.0166,-1.59086
1.04284,18.6177,-0.891661
1.05023,18.6425,-0.226254
1.05328,18.6531,0.470802
1.03046,18.6837,1.21209
1.03178,18.6905,1.93112
1.01313,18.6806,2.67763
1.01768,18.6616,-2.70764
1.03125,18.6336,-2.05995
1.04392,18.1057,-1.55671
1.03762,17.1521,-1.62711
0.890796,15.0361,-1.65902
0.815603,13.9802,-1.6653
0.710303,12.4591,-1.63777
0.587821,10.9512,-1.63485
0.584013,10.6901,-2.38164
0.554566,10.7097,-3.02842
0.590287,10.7502,2.06724
0.62003,10.7598,1.04023
0.618453,10.764,0.325121
0.630821,10.74,-0.297328
0.601012,10.7105,-0.979416
0.591741,10.7036,-1.73053
0.586422,10.6899,-2.43578
0.024524,10.7195,-3.09784
-0.974166,10.6566,-3.09702
-2.11583,10.5866,-3.05236
-3.27272,10.4934,-3.04193
-4.41435,10.3379,-3.0145
-5.50589,10.2046,-3.07401
-6.60522,10.1249,-3.06189
-7.70063,10.0797,3.13869
-9.9489,10.2528,3.00404
-11.0706,10.4196,3.0046
-12.128,10.5657,3.00785
-13.2337,10.701,2.99941
-14.3294,10.807,3.0427
-15.4042,10.9189,3.04277
-16.4741,11.0027,3.0424
